frame,edge_density,f_v,w_v,d_u,P_u,yolo_has_det,yolo_conf,yolo_dist,yolo_is_obst,label
67,0.03676470588235294,0.0,0.07352941176470588,1.2340000867843628,0.12787950682958577,0.0,0.0,5.0,0.0,1
68,0.07107843137254902,0.0,0.14215686274509803,2.0,0.035673993347252395,0.0,0.0,5.0,0.0,0
69,0.08459712009803921,0.0,0.16919424019607843,1.2440000772476196,0.12576584649467845,0.0,0.0,5.0,0.0,1
70,0.11760876225490197,0.0,0.23521752450980393,1.3931000232696533,0.09809357861308643,0.0,0.0,5.0,0.0,1
71,0.03592218137254902,0.0,0.07184436274509803,1.4350000619888306,0.09147708547955663,0.0,0.0,5.0,0.0,1
72,0.08176317401960784,0.0,0.16352634803921567,1.0290000438690186,0.17996370755505964,0.0,0.0,5.0,0.0,1
73,0.031020220588235295,0.0,0.06204044117647059,1.1710000038146973,0.14203714472396506,0.0,0.0,5.0,0.0,1
74,0.06165747549019608,0.0,0.12331495098039216,1.249000072479248,0.12472215352979768,0.0,0.0,5.0,0.0,1
75,0.020412071078431373,0.0,0.040824142156862746,1.5260000228881836,0.07860394645311133,0.0,0.0,5.0,0.0,1
76,0.08800551470588236,0.0,0.17601102941176472,0.9730000495910645,0.19756912629570408,0.0,0.0,5.0,0.0,1
77,0.05350030637254902,0.0,0.10700061274509803,2.188000202178955,0.02607790164307761,0.0,0.0,5.0,0.0,0
78,0.022594975490196078,0.0,0.045189950980392156,1.6450001001358032,0.06446280852118909,0.0,0.0,5.0,0.0,1
79,0.004404105392156863,0.0,0.008808210784313725,1.571000099182129,0.0729242900487888,0.0,0.0,5.0,0.0,1
80,0.0899969362745098,0.0,0.1799938725490196,0.9220000505447388,0.21509687930893717,0.0,0.0,5.0,0.0,1
81,0.0489813112745098,0.0,0.0979626225490196,1.3870000839233398,0.09909594006589899,0.0,0.0,5.0,0.0,1
82,0.07651654411764706,0.0,0.15303308823529413,1.2000000476837158,0.1353352724811311,0.0,0.0,5.0,0.0,1
83,0.0330499387254902,0.0,0.0660998774509804,1.592000126838684,0.07041608620207088,0.0,0.0,5.0,0.0,1
84,0.026501225490196078,0.0,0.053002450980392156,1.558000087738037,0.07452155900093996,0.0,0.0,5.0,0.0,1
85,0.09604779411764706,0.0,0.19209558823529413,1.319000005722046,0.11098798321328127,0.0,0.0,5.0,0.0,1
86,0.0332797181372549,0.0,0.0665594362745098,0.8970000147819519,0.22424859920581522,0.0,0.0,5.0,0.0,1
87,0.0977328431372549,0.0,0.1954656862745098,0.8750000596046448,0.23262363480820966,0.0,0.0,5.0,0.0,1
88,0.051508884803921566,0.0,0.10301776960784313,0.7670000195503235,0.27850107325684753,0.0,0.0,5.0,0.0,1
89,0.07199754901960784,0.0,0.14399509803921567,1.253000020980835,0.12389344859466986,0.0,0.0,5.0,0.0,1
90,0.05361519607843137,0.0,0.10723039215686274,1.436000108718872,0.09132474353869482,0.0,0.0,5.0,0.0,1
91,0.04970894607843137,0.0,0.09941789215686274,1.3100000619888306,0.11266534120962392,0.0,0.0,5.0,0.0,1
92,0.062308517156862746,0.0,0.12461703431372549,1.9600000381469727,0.038133324122593654,0.0,0.0,5.0,0.0,0
93,0.004404105392156863,0.0,0.008808210784313725,1.6450001001358032,0.06446280852118909,0.0,0.0,5.0,0.0,1
94,0.1479779411764706,0.0,0.2959558823529412,1.8100000619888306,0.04896415545054126,0.0,0.0,5.0,0.0,0
95,0.029526654411764705,0.0,0.05905330882352941,2.377000093460083,0.019031365931848215,0.0,0.0,5.0,0.0,0
96,0.013020833333333334,0.0,0.026041666666666668,2.0370001792907715,0.033540544149630404,0.0,0.0,5.0,0.0,0
97,0.04396446078431373,0.0,0.08792892156862746,1.287000060081482,0.11706802532142505,0.0,0.0,5.0,0.0,1
98,0.040364583333333336,0.0,0.08072916666666667,1.253000020980835,0.12389344859466986,0.0,0.0,5.0,0.0,1
99,0.07555912990196079,0.0,0.15111825980392157,1.8930001258850098,0.0426383920467614,0.0,0.0,5.0,0.0,0
100,0.0744485294117647,0.0,0.1488970588235294,1.7310000658035278,0.055854783410747975,0.0,0.0,5.0,0.0,1
101,0.10052849264705882,0.0,0.20105698529411764,1.6471000909805298,0.06423758404601715,0.0,0.0,5.0,0.0,1
102,0.06694240196078431,0.0,0.13388480392156862,1.7970000505447388,0.05003662287143938,0.0,0.0,5.0,0.0,1
103,0.12871476715686275,0.0,0.2574295343137255,1.5430001020431519,0.07640807942700649,0.0,0.0,5.0,0.0,1
104,0.05614276960784314,0.0,0.11228553921568628,1.3510000705718994,0.1052236931177199,0.0,0.0,5.0,0.0,1
105,0.05660232843137255,0.0,0.1132046568627451,1.380000114440918,0.10025882459994871,0.0,0.0,5.0,0.0,1
106,0.06927849264705882,0.0,0.13855698529411764,2.9190001487731934,0.007711826279274262,0.0,0.0,5.0,0.0,0
107,0.08792892156862746,0.0,0.17585784313725492,3.1311001777648926,0.005415444601958531,0.0,0.0,5.0,0.0,0
108,0.07111672794117647,0.0,0.14223345588235295,3.388000249862671,0.0035292599246020437,0.0,0.0,5.0,0.0,0
109,0.002642463235294118,0.0,0.005284926470588236,1.9570001363754272,0.0383244619309415,0.0,0.0,5.0,0.0,0
110,0.02653952205882353,0.0,0.05307904411764706,1.9250000715255737,0.04042392555724757,0.0,0.0,5.0,0.0,0
111,0.07877604166666667,0.0,0.15755208333333334,1.8560000658035278,0.04535052875755781,0.0,0.0,5.0,0.0,0
112,0.03867953431372549,0.0,0.07735906862745098,1.184000015258789,0.13899277039308286,0.0,0.0,5.0,0.0,1
113,0.09271599264705882,0.0,0.18543198529411764,1.9220000505447388,0.04062655274795378,0.0,0.0,5.0,0.0,0
114,0.09428615196078431,0.0,0.18857230392156862,2.7041001319885254,0.011033341409217948,0.0,0.0,5.0,0.0,0
115,0.09612438725490197,0.0,0.19224877450980393,1.1570000648498535,0.14539029814029356,0.0,0.0,5.0,0.0,1
116,0.05422794117647059,0.0,0.10845588235294118,1.7950000762939453,0.05020368775019938,0.0,0.0,5.0,0.0,1
117,0.11967677696078431,0.0,0.23935355392156862,1.4800000190734863,0.08486727627215931,0.0,0.0,5.0,0.0,1
118,0.07253370098039216,0.0,0.14506740196078433,2.6720001697540283,0.01163969992958147,0.0,0.0,5.0,0.0,0
119,0.06498927696078431,0.0,0.12997855392156862,1.311000108718872,0.11247771327353753,0.0,0.0,5.0,0.0,1
120,0.05943627450980392,0.0,0.11887254901960784,2.8010001182556152,0.009387901150206554,0.0,0.0,5.0,0.0,0
121,0.0842907475490196,0.0,0.1685814950980392,1.9580000638961792,0.038260645648421354,0.0,0.0,5.0,0.0,0
122,0.07467830882352941,0.0,0.14935661764705882,1.537000060081482,0.07717599878921773,0.0,0.0,5.0,0.0,1
123,0.13863357843137256,0.0,0.2772671568627451,1.7970000505447388,0.05003662287143938,0.0,0.0,5.0,0.0,1
124,0.07456341911764706,0.0,0.14912683823529413,2.6221001148223877,0.012649129782940173,0.0,0.0,5.0,0.0,0
125,0.02263327205882353,0.0,0.04526654411764706,2.065999984741211,0.03195798179554344,0.0,0.0,5.0,0.0,0
126,0.07666973039215687,0.0,0.15333946078431374,2.184000015258789,0.026252343298056334,0.0,0.0,5.0,0.0,0
127,0.15939031862745098,0.0,0.31878063725490197,1.4100000858306885,0.0953691485728825,0.0,0.0,5.0,0.0,1
128,0.0760952818627451,0.0,0.1521905637254902,1.5430001020431519,0.07640807942700649,0.0,0.0,5.0,0.0,1
129,0.038449754901960786,0.0,0.07689950980392157,2.0250000953674316,0.03421811287284302,0.0,0.0,5.0,0.0,0
130,0.04729626225490196,0.0,0.09459252450980392,2.169100046157837,0.026912437366484087,0.0,0.0,5.0,0.0,0
131,0.08769914215686274,0.0,0.17539828431372548,2.1750001907348633,0.026649088864836933,0.0,0.0,5.0,0.0,0
132,0.0508578431372549,0.0,0.1017156862745098,1.571000099182129,0.0729242900487888,0.0,0.0,5.0,0.0,1
133,0.007659313725490196,0.0,0.015318627450980392,1.034000039100647,0.17847024282879134,0.0,0.0,5.0,0.0,1
134,0.05706188725490196,0.0,0.11412377450980392,1.79610013961792,0.05011172668575137,0.0,0.0,5.0,0.0,1
135,0.07892922794117647,0.0,0.15785845588235295,1.6250001192092896,0.06664778061474266,0.0,0.0,5.0,0.0,1
136,0.03377757352941176,0.0,0.06755514705882353,1.65500009059906,0.06339733302143184,0.0,0.0,5.0,0.0,1
137,0.0314031862745098,0.0,0.0628063725490196,1.4700000286102295,0.08629358238457176,0.0,0.0,5.0,0.0,1
138,0.024050245098039217,0.0,0.048100490196078434,2.497000217437744,0.015581561341875178,0.0,0.0,5.0,0.0,0
139,0.031479779411764705,0.0,0.06295955882352941,2.38100004196167,0.018904913762577587,0.0,0.0,5.0,0.0,0
140,0.015395220588235295,0.0,0.03079044117647059,2.305999994277954,0.02142207548790008,0.0,0.0,5.0,0.0,0
141,0.03795189950980392,0.0,0.07590379901960784,1.3401000499725342,0.10715272954975642,0.0,0.0,5.0,0.0,1
142,0.027573529411764705,0.0,0.05514705882352941,1.4970000982284546,0.08249643788591453,0.0,0.0,5.0,0.0,1
143,0.056832107843137254,0.0,0.11366421568627451,1.0190000534057617,0.18298823417324675,0.0,0.0,5.0,0.0,1
144,0.016161151960784315,0.0,0.03232230392156863,1.6790001392364502,0.060911483099788416,0.0,0.0,5.0,0.0,1
145,0.008884803921568627,0.0,0.017769607843137254,2.1070001125335693,0.029847122148625536,0.0,0.0,5.0,0.0,0
146,0.030675551470588234,0.0,0.06135110294117647,1.4480000734329224,0.08951639772116002,0.0,0.0,5.0,0.0,1
147,0.0004978553921568627,0.0,0.0009957107843137254,0.9240000247955322,0.2143810925674889,0.0,0.0,5.0,0.0,1
148,0.01799938725490196,0.0,0.03599877450980392,1.6220000982284546,0.06698185634753227,0.0,0.0,5.0,0.0,1
149,0.025926776960784315,0.0,0.05185355392156863,2.365000009536743,0.019415827741946085,0.0,0.0,5.0,0.0,0
150,0.07513786764705882,0.0,0.15027573529411764,1.3000000715255737,0.1145588303362101,0.0,0.0,5.0,0.0,1
151,0.07126991421568628,0.0,0.14253982843137256,1.4030001163482666,0.09648829944654232,0.0,0.0,5.0,0.0,1
152,0.03213082107843137,0.0,0.06426164215686274,1.6750000715255737,0.06131892317522445,0.0,0.0,5.0,0.0,1
153,0.00666360294117647,0.0,0.01332720588235294,1.5170000791549683,0.07979188549218595,0.0,0.0,5.0,0.0,1
154,0.01796109068627451,0.0,0.03592218137254902,2.243000030517578,0.023793725103125357,0.0,0.0,5.0,0.0,0
155,0.04771752450980392,0.0,0.09543504901960784,1.7730001211166382,0.05207865006331293,0.0,0.0,5.0,0.0,1
156,0.031020220588235295,0.0,0.06204044117647059,1.5180001258850098,0.0796590035727722,0.0,0.0,5.0,0.0,1
157,0.08505667892156862,0.0,0.17011335784313725,1.3530000448226929,0.10487353590176277,0.0,0.0,5.0,0.0,1
158,0.041015625,0.0,0.08203125,1.1910001039505005,0.1373805903156503,0.0,0.0,5.0,0.0,1
159,0.1897594975490196,1.0,0.3795189950980392,0.9160000681877136,0.21725863249679403,0.0,0.0,5.0,0.0,1
160,0.0724188112745098,0.0,0.1448376225490196,2.2860000133514404,0.022148178464187165,0.0,0.0,5.0,0.0,0
161,0.06989123774509803,0.0,0.13978247549019607,1.2390000820159912,0.12681827323278325,0.0,0.0,5.0,0.0,1
162,0.03209252450980392,0.0,0.06418504901960784,1.1330000162124634,0.1513238010341185,0.0,0.0,5.0,0.0,1
163,0.017386642156862746,0.0,0.03477328431372549,1.9570001363754272,0.0383244619309415,0.0,0.0,5.0,0.0,0
164,0.06659773284313726,0.0,0.13319546568627452,0.9970000386238098,0.18982233351718047,0.0,0.0,5.0,0.0,1
165,0.11848958333333333,0.0,0.23697916666666666,1.628000020980835,0.06631538427892707,0.0,0.0,5.0,0.0,1
166,0.017003676470588234,0.0,0.03400735294117647,2.438000202178955,0.017191612313487665,0.0,0.0,5.0,0.0,0
167,0.05618106617647059,0.0,0.11236213235294118,1.2050000429153442,0.1342121657257947,0.0,0.0,5.0,0.0,1
168,0.02033547794117647,0.0,0.04067095588235294,1.7320001125335693,0.055761765295155405,0.0,0.0,5.0,0.0,1
169,0.01011029411764706,0.0,0.02022058823529412,2.0190000534057617,0.03456201304165291,0.0,0.0,5.0,0.0,0
170,0.018152573529411766,0.0,0.03630514705882353,1.0950000286102295,0.16121763644232062,0.0,0.0,5.0,0.0,1
171,0.09064797794117647,0.0,0.18129595588235295,1.91100013256073,0.04137823665908726,0.0,0.0,5.0,0.0,0
172,0.09072457107843138,0.0,0.18144914215686275,2.9491000175476074,0.007334495160139439,0.0,0.0,5.0,0.0,0
173,0.09394148284313726,0.0,0.18788296568627452,2.259000062942505,0.023167609804925906,0.0,0.0,5.0,0.0,0
174,0.03435202205882353,0.0,0.06870404411764706,2.001000165939331,0.03561457636160554,0.0,0.0,5.0,0.0,0
175,0.06721047794117647,0.0,0.13442095588235295,1.6290000677108765,0.06620494553574799,0.0,0.0,5.0,0.0,1
176,0.009842218137254902,0.0,0.019684436274509803,1.593000054359436,0.07029883229622004,0.0,0.0,5.0,0.0,1
177,0.0350030637254902,0.0,0.0700061274509804,1.6690000295639038,0.06193519293006345,0.0,0.0,5.0,0.0,1
178,0.026769301470588234,0.0,0.05353860294117647,1.2990000247955322,0.114749929855136,0.0,0.0,5.0,0.0,1
179,0.05545343137254902,0.0,0.11090686274509803,1.284000039100647,0.11765483535447863,0.0,0.0,5.0,0.0,1
180,0.05847886029411765,0.0,0.1169577205882353,1.2540000677108765,0.12368712185918163,0.0,0.0,5.0,0.0,1
181,0.02217371323529412,0.0,0.04434742647058824,1.6510000228881836,0.06382140107615937,0.0,0.0,5.0,0.0,1
182,0.02611825980392157,0.0,0.05223651960784314,1.8000000715255737,0.04978706243278325,0.0,0.0,5.0,0.0,0
183,0.05801930147058824,0.0,0.11603860294117647,1.8290001153945923,0.04743791262116912,0.0,0.0,5.0,0.0,0
184,0.03044577205882353,0.0,0.06089154411764706,2.751000165939331,0.010203746965743523,0.0,0.0,5.0,0.0,0
185,0.03864123774509804,0.0,0.07728247549019608,1.9970000982284546,0.03585280411343392,0.0,0.0,5.0,0.0,0
186,0.083984375,0.0,0.16796875,1.0260000228881836,0.18086578571763978,0.0,0.0,5.0,0.0,1
187,0.027535232843137254,0.0,0.05507046568627451,2.7080001831054688,0.010961856331315278,0.0,0.0,5.0,0.0,0
188,0.04262408088235294,0.0,0.08524816176470588,2.3630001544952393,0.019480650446936094,0.0,0.0,5.0,0.0,0
189,0.04783241421568627,0.0,0.09566482843137254,1.633100152015686,0.06575407802242872,0.0,0.0,5.0,0.0,1
190,0.028760723039215685,0.0,0.05752144607843137,1.2140001058578491,0.13221399302666473,0.0,0.0,5.0,0.0,1
191,0.11902573529411764,0.0,0.23805147058823528,1.0740000009536743,0.16696016940166464,0.0,0.0,5.0,0.0,1
192,0.05464920343137255,0.0,0.1092984068627451,2.694000244140625,0.011220639243898357,0.0,0.0,5.0,0.0,0
193,0.06801470588235294,0.0,0.13602941176470587,1.8990000486373901,0.042214138392130465,0.0,0.0,5.0,0.0,0
194,0.021178002450980393,0.0,0.042356004901960786,0.7390000224113464,0.29180581822159524,0.0,0.0,5.0,0.0,1
195,0.060776654411764705,0.0,0.12155330882352941,0.8400000333786011,0.24659695022317069,0.0,0.0,5.0,0.0,1
196,0.031135110294117647,0.0,0.062270220588235295,1.8021000623703003,0.04961311306160296,0.0,0.0,5.0,0.0,0
197,0.0293734681372549,0.0,0.0587469362745098,1.699100136756897,0.058904749125468094,0.0,0.0,5.0,0.0,1
198,0.003791360294117647,0.0,0.007582720588235294,2.0970001220703125,0.03034874226215415,0.0,0.0,5.0,0.0,0
199,0.0389093137254902,0.0,0.0778186274509804,2.063000202178955,0.03211816020641535,0.0,0.0,5.0,0.0,0
200,0.01953125,0.0,0.0390625,2.138000011444092,0.028344185909249968,0.0,0.0,5.0,0.0,0
201,0.026309742647058824,0.0,0.05261948529411765,1.627000093460083,0.06642599405110562,0.0,0.0,5.0,0.0,1
202,0.08754595588235294,0.0,0.17509191176470587,0.968000054359436,0.19922241323276138,0.0,0.0,5.0,0.0,1
203,0.10244332107843138,0.0,0.20488664215686275,1.1120001077651978,0.15671388684876267,0.0,0.0,5.0,0.0,1
204,0.03894761029411765,0.0,0.0778952205882353,1.7391000986099243,0.055105807761943265,0.0,0.0,5.0,0.0,1
205,0.03155637254901961,0.0,0.06311274509803921,1.2570000886917114,0.12307022546178485,0.0,0.0,5.0,0.0,1
206,0.04718137254901961,0.0,0.09436274509803921,1.6090000867843628,0.06844896750390804,0.0,0.0,5.0,0.0,1
207,0.05235140931372549,0.0,0.10470281862745098,2.6110000610351562,0.012885317831590455,0.0,0.0,5.0,0.0,0
208,0.05863204656862745,0.0,0.1172640931372549,1.7310000658035278,0.055854783410747975,0.0,0.0,5.0,0.0,1
209,0.028301164215686275,0.0,0.05660232843137255,2.136000156402588,0.028438817301009167,0.0,0.0,5.0,0.0,0
210,0.15636488970588236,0.0,0.3127297794117647,2.264000177383423,0.02297534420869856,0.0,0.0,5.0,0.0,0
211,0.054457720588235295,0.0,0.10891544117647059,1.6070001125335693,0.06867750847652061,0.0,0.0,5.0,0.0,1
212,0.04396446078431373,0.0,0.08792892156862746,1.7610000371932983,0.05313071601288773,0.0,0.0,5.0,0.0,1
213,0.05215992647058824,0.0,0.10431985294117647,1.9350000619888306,0.03975577746886416,0.0,0.0,5.0,0.0,0
214,0.015893075980392156,0.0,0.03178615196078431,2.2330000400543213,0.02419360992378128,0.0,0.0,5.0,0.0,0
215,0.03308823529411765,0.0,0.0661764705882353,1.4480000734329224,0.08951639772116002,0.0,0.0,5.0,0.0,1
216,0.030330882352941176,0.0,0.06066176470588235,1.7610000371932983,0.05313071601288773,0.0,0.0,5.0,0.0,1
217,0.03308823529411765,0.0,0.0661764705882353,2.4640002250671387,0.016462552188416548,0.0,0.0,5.0,0.0,0
218,0.05227481617647059,0.0,0.10454963235294118,1.9180001020431519,0.04089829774449197,0.0,0.0,5.0,0.0,0
219,0.025658700980392156,0.0,0.05131740196078431,1.6191000938415527,0.0673063861259847,0.0,0.0,5.0,0.0,1
220,0.03182444852941176,0.0,0.06364889705882353,2.445000171661377,0.01699220981545815,0.0,0.0,5.0,0.0,0
221,0.05472579656862745,0.0,0.1094515931372549,1.725000023841858,0.056416137262001405,0.0,0.0,5.0,0.0,1
222,0.004097732843137255,0.0,0.00819546568627451,1.471000075340271,0.08614987282325957,0.0,0.0,5.0,0.0,1
223,0.034964767156862746,0.0,0.06992953431372549,1.6690000295639038,0.06193519293006345,0.0,0.0,5.0,0.0,1
224,0.0013020833333333333,0.0,0.0026041666666666665,2.614000082015991,0.012821051592469216,0.0,0.0,5.0,0.0,0
225,0.05028339460784314,0.0,0.10056678921568628,1.3900001049041748,0.09860169355498981,0.0,0.0,5.0,0.0,1
226,0.09888174019607843,0.0,0.19776348039215685,0.8020000457763672,0.26271992374749137,0.0,0.0,5.0,0.0,1
227,0.03224571078431373,0.0,0.06449142156862746,1.3530000448226929,0.10487353590176277,0.0,0.0,5.0,0.0,1
228,0.07900582107843138,0.0,0.15801164215686275,1.0350000858306885,0.17817302628504075,0.0,0.0,5.0,0.0,1
229,0.019684436274509803,0.0,0.03936887254901961,1.890100121498108,0.042844976765057476,0.0,0.0,5.0,0.0,0
230,0.04392616421568627,0.0,0.08785232843137254,1.2170000076293945,0.13155459452276475,0.0,0.0,5.0,0.0,1
231,0.024433210784313725,0.0,0.04886642156862745,2.1090002059936523,0.02974779274100167,0.0,0.0,5.0,0.0,0
232,0.048177083333333336,0.0,0.09635416666666667,1.6370000839233398,0.06532806997934866,0.0,0.0,5.0,0.0,1
